ENA|AACZ04000001|AACZ04000001.1,1,1389,192,58,79.972,1162,1453,1708
ENA|AACZ04000002|AACZ04000002.1,4,5229,169,372,87.451,4676,5347,17023
ENA|AACZ04000003|AACZ04000003.1,15,2636,121,216,85.594,2347,2742,7653
ENA|AACZ04000004|AACZ04000004.1,7,3386,139,300,86.018,3070,3569,6343
ENA|AACZ04000005|AACZ04000005.1,531006,620657,1382,159,97.926,88028,89892,706230
ENA|AACZ04000006|AACZ04000006.1,11,3324,39,5,98.254,3263,3321,3324
ENA|AACZ04000007|AACZ04000007.1,15,38997,593,74,97.907,38268,39086,147701
ENA|AACZ04000008|AACZ04000008.1,221321,296771,1266,163,97.601,73920,75737,331758
ENA|AACZ04000009|AACZ04000009.1,1,758,20,2,97.101,737,759,1037
ENA|AACZ04000010|AACZ04000010.1,1,758,18,2,97.365,739,759,1106
ENA|AACZ04000011|AACZ04000011.1,99949,176762,1363,200,97.326,75111,77175,462467
ENA|AACZ04000012|AACZ04000012.1,1,1175,36,1,96.851,1138,1175,1175
ENA|AACZ04000013|AACZ04000013.1,172787,244454,1247,110,97.736,70236,71863,506642
ENA|AACZ04000014|AACZ04000014.1,10788,106739,1530,161,97.942,94229,96209,156641
ENA|AACZ04000015|AACZ04000015.1,606833,703062,1452,140,98.009,94572,96493,968951
ENA|AACZ04000016|AACZ04000016.1,17026,103305,1391,160,97.718,84620,86596,263227
ENA|AACZ04000017|AACZ04000017.1,1,1730,29,2,98.209,1700,1731,1730
ENA|AACZ04000018|AACZ04000018.1,1,1684,29,2,98.103,1655,1687,1684
ENA|AACZ04000019|AACZ04000019.1,58347,96778,532,56,98.096,37823,38557,96778
ENA|AACZ04000020|AACZ04000020.1,1,2621,41,9,97.790,2567,2625,5513
ENA|AACZ04000021|AACZ04000021.1,1,48152,701,49,98.172,47314,48195,50496
ENA|AACZ04000022|AACZ04000022.1,1,1370,27,2,97.669,1341,1373,1370
ENA|AACZ04000023|AACZ04000023.1,6,27062,407,133,97.826,26591,27182,27062
ENA|AACZ04000024|AACZ04000024.1,1,22778,262,27,98.532,22484,22819,22779
ENA|AACZ04000025|AACZ04000025.1,1,1084,25,1,97.335,1059,1088,1084
ENA|AACZ04000026|AACZ04000026.1,130753,188197,1129,125,97.582,56211,57604,188200
ENA|AACZ04000027|AACZ04000027.1,1,2520,97,1,95.913,2417,2520,2520
ENA|AACZ04000028|AACZ04000028.1,1,2461,85,1,96.302,2370,2461,2461
ENA|AACZ04000029|AACZ04000029.1,246045,319523,816,85,98.430,72479,73635,349891
ENA|AACZ04000030|AACZ04000030.1,32587,58659,234,50,98.439,25732,26140,58659
ENA|AACZ04000031|AACZ04000031.1,41742,120585,1170,227,97.968,77482,79089,217307
ENA|AACZ04000032|AACZ04000032.1,102830,246168,2426,196,97.832,140550,143665,718262
ENA|AACZ04000033|AACZ04000033.1,1,9257,286,355,91.832,8668,9439,22685
ENA|AACZ04000034|AACZ04000034.1,579434,677288,1722,173,97.732,95922,98148,1078078
ENA|AACZ04000035|AACZ04000035.1,1,2164,32,8,97.426,2120,2176,2164
ENA|AACZ04000036|AACZ04000036.1,1,1247,9,1,99.119,1238,1249,1256
ENA|AACZ04000037|AACZ04000037.1,1,1425,15,2,98.667,1406,1425,1427
ENA|AACZ04000038|AACZ04000038.1,65087,161448,1539,173,97.813,94581,96696,161448
ENA|AACZ04000039|AACZ04000039.1,1,1250,30,3,96.364,1219,1265,1250
ENA|AACZ04000040|AACZ04000040.1,69994,156240,1166,152,98.132,84842,86457,271125
ENA|AACZ04000041|AACZ04000041.1,1,1134,18,1,98.067,1116,1138,1134
ENA|AACZ04000042|AACZ04000042.1,1,2454,56,3,97.557,2396,2456,2454
ENA|AACZ04000043|AACZ04000043.1,1638,59559,856,93,97.940,56876,58072,60121
ENA|AACZ04000044|AACZ04000044.1,808,1796,30,2,96.667,957,990,1805
ENA|AACZ04000045|AACZ04000045.1,353,1341,28,1,96.967,959,989,1341
ENA|AACZ04000046|AACZ04000046.1,6578,64937,865,89,97.952,57400,58600,64937
ENA|AACZ04000047|AACZ04000047.1,1,11395,468,772,87.873,10376,11808,11395
ENA|AACZ04000048|AACZ04000048.1,236864,332668,1604,155,97.776,93988,96126,445075
ENA|AACZ04000049|AACZ04000049.1,10363,29075,338,174,96.778,18263,18871,29075
ENA|AACZ04000050|AACZ04000050.1,1,27038,478,89,97.670,26498,27130,27087
ENA|AACZ04000051|AACZ04000051.1,1,3547,57,8,97.924,3490,3564,3547
ENA|AACZ04000052|AACZ04000052.1,1,2667,59,4,97.528,2604,2670,2667
ENA|AACZ04000053|AACZ04000053.1,1,8001,259,368,90.474,7361,8136,8003
ENA|AACZ04000054|AACZ04000054.1,1,289300,4436,460,97.851,284092,290332,301631
ENA|AACZ04000055|AACZ04000055.1,23991,71197,651,71,98.238,46491,47325,150979
ENA|AACZ04000056|AACZ04000056.1,26,3714,62,4,97.762,3625,3708,3714
ENA|AACZ04000057|AACZ04000057.1,1,5624,97,5,97.719,5526,5655,5823
ENA|AACZ04000058|AACZ04000058.1,1,9283,150,11,97.689,9130,9346,9283
ENA|AACZ04000059|AACZ04000059.1,1,139430,1985,177,98.141,137177,139775,139430
ENA|AACZ04000060|AACZ04000060.1,2,5284,66,8,98.246,5210,5303,5284
ENA|AACZ04000061|AACZ04000061.1,1,86428,1309,111,97.955,84917,86690,111173
ENA|AACZ04000062|AACZ04000062.1,32549,101087,946,101,98.010,67341,68708,271486
ENA|AACZ04000063|AACZ04000063.1,1,60426,811,199,98.087,59439,60598,60426
ENA|AACZ04000064|AACZ04000064.1,564373,696929,1889,198,98.119,130347,132846,918742
ENA|AACZ04000065|AACZ04000065.1,125039,244540,1336,214,98.167,117727,119925,575504
ENA|AACZ04000066|AACZ04000066.1,8,12225,637,1197,79.833,10055,12595,19818
ENA|AACZ04000067|AACZ04000067.1,10821,18670,125,13,97.750,7690,7867,21883
ENA|AACZ04000068|AACZ04000068.1,20,1500,23,19,96.128,1440,1498,1500
ENA|AACZ04000069|AACZ04000069.1,1,1015,10,5,95.669,972,1016,1015
ENA|AACZ04000070|AACZ04000070.1,1,19530,218,34,97.884,19246,19662,19532
ENA|AACZ04000071|AACZ04000071.1,18469,75217,656,149,98.127,55905,56972,241446
ENA|AACZ04000072|AACZ04000072.1,2002,5392,45,8,97.655,3331,3411,5392
ENA|AACZ04000073|AACZ04000073.1,6392,48638,630,82,97.886,41487,42383,61704
ENA|AACZ04000074|AACZ04000074.1,2910,12616,297,702,88.256,8800,9971,12621
